accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_010102.1,compositional,11,0,0.9510348017111805,5.832691614222385,2.987691535053493,1.9522402315599001
NC_010184.1,DNABERT-S,8,0,0.709359710699851,2.946005344390869,2.6284894943237305,1.1207978387407749
NC_010184.1,DNABERT-S,8,100000,0.6580195703041906,2.8702762126922607,2.6593310832977295,1.0793226276785914
NC_010184.1,DNABERT-S,8,250000,0.7250797702616465,2.9527406692504883,2.6476809978485107,1.1152176835690808
NC_010184.1,DNABERT-S,8,1000000,0.6925015954052329,2.921752452850342,2.6734066009521484,1.092894904878945
NC_010184.1,DNABERT-S,16,0,0.9074452244203361,4.701257228851318,3.822575807571411,1.2298663167227435
NC_010184.1,DNABERT-S,16,100000,0.8901935758349288,4.631082057952881,3.8577401638031006,1.200465003165841
NC_010184.1,DNABERT-S,16,250000,0.8735375452031483,4.642561912536621,3.8492400646209717,1.206098303716416
NC_010184.1,DNABERT-S,16,1000000,0.8387577111252925,4.61562442779541,3.8897931575775146,1.1865989374792176
NC_010184.1,DNABERT-S,24,0,0.9255477557966391,5.715475082397461,4.728969573974609,1.2086089777045683
NC_010184.1,DNABERT-S,24,100000,0.8773239736226335,5.674006938934326,4.772998332977295,1.1887720344949295
NC_010184.1,DNABERT-S,24,250000,0.8805360561582642,5.704538822174072,4.768947124481201,1.1961841205766464
NC_010184.1,DNABERT-S,24,1000000,0.848138693894916,5.64484167098999,4.798026084899902,1.1764924931848832
NC_010184.1,DNABERT-S,48,0,0.8607317592001702,7.954598903656006,6.758368015289307,1.1769999629585859
NC_010184.1,DNABERT-S,48,100000,0.8288661986811316,7.914621829986572,6.84417724609375,1.1564022300129309
NC_010184.1,DNABERT-S,48,250000,0.8197404807487768,7.911804676055908,6.834604740142822,1.1576096902262962
NC_010184.1,DNABERT-S,48,1000000,0.7889810678579026,7.84979248046875,6.883518695831299,1.1403749778761598
NC_010184.1,DNABERT-2,8,0,0.45079770261646457,2.635291337966919,2.786776542663574,0.9456414239256273
NC_010184.1,DNABERT-2,8,100000,0.3581152946181663,2.7365217208862305,3.1077334880828857,0.8805522517873146
NC_010184.1,DNABERT-2,8,250000,0.38462029355456284,2.746216297149658,3.1070034503936768,0.8838793844280074
NC_010184.1,DNABERT-2,8,1000000,0.4208466283769411,2.79533052444458,3.1017942428588867,0.9011979214546989
NC_010184.1,DNABERT-2,16,0,0.5443948096149756,4.057971954345703,4.062270641326904,0.9989418019229273
NC_010184.1,DNABERT-2,16,100000,0.4008083386513508,4.074926376342773,4.328005313873291,0.9415252710713453
NC_010184.1,DNABERT-2,16,250000,0.43809827696234843,4.104161262512207,4.319774627685547,0.9500868948598687
NC_010184.1,DNABERT-2,16,1000000,0.465645607317592,4.134688377380371,4.342737197875977,0.9520926984489502
NC_010184.1,DNABERT-2,24,0,0.4799191661348649,4.790785312652588,4.946114540100098,0.968595707562331
NC_010184.1,DNABERT-2,24,100000,0.4025951925122314,4.919857978820801,5.198274612426758,0.9464405683877518
NC_010184.1,DNABERT-2,24,250000,0.44550095724313976,4.923608303070068,5.1849775314331055,0.9495910586345789
NC_010184.1,DNABERT-2,24,1000000,0.4353541799617103,4.889151573181152,5.223294734954834,0.936028277413189
NC_010184.1,DNABERT-2,48,0,0.4858540736013614,6.800560474395752,6.967586517333984,0.9760281350618748
NC_010184.1,DNABERT-2,48,100000,0.4255690278664114,6.881227493286133,7.192445278167725,0.9567299057767911
NC_010184.1,DNABERT-2,48,250000,0.4383748138693895,6.851306438446045,7.185225486755371,0.9535269910561828
NC_010184.1,DNABERT-2,48,1000000,0.4251010423314188,6.797070503234863,7.250686168670654,0.9374382431009344
NC_010184.1,NT-v2-50M,8,0,0.4479472452669645,2.6784067153930664,2.851123809814453,0.9394213980372087
NC_010184.1,NT-v2-50M,8,100000,0.5126781535843438,2.8530261516571045,2.908644676208496,0.9808781990435862
NC_010184.1,NT-v2-50M,8,250000,0.4950010636034886,2.8150811195373535,2.911362886428833,0.966928970847196
NC_010184.1,NT-v2-50M,8,1000000,0.4317804722399489,2.6967108249664307,2.9156014919281006,0.9249243534935508
NC_010184.1,NT-v2-50M,16,0,0.4196979366092321,3.883925199508667,4.111405849456787,0.9446708356514656
NC_010184.1,NT-v2-50M,16,100000,0.4036162518613061,3.9253780841827393,4.169757843017578,0.9413923378682381
NC_010184.1,NT-v2-50M,16,250000,0.3827483514145926,3.868736743927002,4.166961193084717,0.9284311911393287
NC_010184.1,NT-v2-50M,16,1000000,0.36436928313124867,3.8141183853149414,4.19865083694458,0.9084152346639358
NC_010184.1,NT-v2-50M,24,0,0.5454371410338226,5.063032150268555,5.010619640350342,1.010460285090518
NC_010184.1,NT-v2-50M,24,100000,0.5757498404594767,5.131242752075195,5.067581653594971,1.0125624218477196
NC_010184.1,NT-v2-50M,24,250000,0.5225483939587322,5.033466815948486,5.083220481872559,0.9902121762962082
NC_010184.1,NT-v2-50M,24,1000000,0.48334396936821955,4.959915637969971,5.13727331161499,0.9654763017486285
NC_010184.1,NT-v2-50M,48,0,0.4535843437566475,6.870351314544678,7.021065711975098,0.9785339713922115
NC_010184.1,NT-v2-50M,48,100000,0.44684109763880026,6.933579921722412,7.123327255249023,0.9733625415866173
NC_010184.1,NT-v2-50M,48,250000,0.41993192937672835,6.861403465270996,7.140146732330322,0.9609611290203341
NC_010184.1,NT-v2-50M,48,1000000,0.4052116570942353,6.796365737915039,7.219514846801758,0.9413881517157384
NC_010184.1,compositional,11,0,0.6026529738981601,4.6521540451727255,2.9284507433872276,1.588605871441688
NC_010380.1,DNABERT-S,8,0,0.7357255107386066,3.118501901626587,2.675137758255005,1.1657350699056295
NC_010380.1,DNABERT-S,8,100000,0.5890518596123625,2.91504168510437,2.70756459236145,1.0766286770510487
NC_010380.1,DNABERT-S,8,250000,0.7268203247773704,3.2361273765563965,2.757946729660034,1.1733828437488736
NC_010380.1,DNABERT-S,8,1000000,0.7920377160817181,3.4495162963867188,2.866743564605713,1.2032873602565004
NC_010380.1,DNABERT-S,16,0,0.6385542168674698,4.3315253257751465,4.073645114898682,1.063304535275621
NC_010380.1,DNABERT-S,16,100000,0.5856469355683604,4.232944488525391,4.050638675689697,1.0450066834965606
NC_010380.1,DNABERT-S,16,250000,0.6668412781561027,4.467802047729492,4.123583793640137,1.0834755085176755
NC_010380.1,DNABERT-S,16,1000000,0.7975379779989523,4.751774311065674,4.152842998504639,1.1442219975030838
NC_010380.1,DNABERT-S,24,0,0.7446306966998428,5.406587600708008,4.9226179122924805,1.0983155095598596
NC_010380.1,DNABERT-S,24,100000,0.6126244106862232,5.171846866607666,4.930732727050781,1.0489002655191781
NC_010380.1,DNABERT-S,24,250000,0.7045573598742797,5.468519687652588,4.976562023162842,1.0988549247854211
NC_010380.1,DNABERT-S,24,1000000,0.8748035620743845,5.868404388427734,4.981754302978516,1.1779794890565165
NC_010380.1,DNABERT-S,48,0,0.7228915662650602,7.929738998413086,7.182795524597168,1.1039906358545282
NC_010380.1,DNABERT-S,48,100000,0.6529596647459402,7.725190162658691,7.1609601974487305,1.0787925012362143
NC_010380.1,DNABERT-S,48,250000,0.7585123101100052,8.134391784667969,7.147613048553467,1.1380571009386422
NC_010380.1,DNABERT-S,48,1000000,0.8473022524882137,8.549741744995117,7.274069309234619,1.1753725984080188
NC_010380.1,DNABERT-2,8,0,0.3755893137768465,3.022184371948242,3.4485068321228027,0.876374767130118
NC_010380.1,DNABERT-2,8,100000,0.29020429544264015,3.0141372680664062,3.7673754692077637,0.8000628800346903
NC_010380.1,DNABERT-2,8,250000,0.35882661079099004,3.1920058727264404,3.8605356216430664,0.8268297939879918
NC_010380.1,DNABERT-2,8,1000000,0.3488737558931378,3.145148277282715,3.727346658706665,0.8438035324500875
NC_010380.1,DNABERT-2,16,0,0.3674698795180723,4.234227657318115,4.631995677947998,0.9141259948657602
NC_010380.1,DNABERT-2,16,100000,0.33394447354635937,4.279653072357178,4.843132972717285,0.8836538448284723
NC_010380.1,DNABERT-2,16,250000,0.41513881613410164,4.507384300231934,4.959895133972168,0.9087660481688777
NC_010380.1,DNABERT-2,16,1000000,0.4751178627553693,4.640714168548584,4.917822360992432,0.9436522566081613
NC_010380.1,DNABERT-2,24,0,0.3991618648507072,5.201425075531006,5.588569164276123,0.9307257229238813
NC_010380.1,DNABERT-2,24,100000,0.35620743844944996,5.217026233673096,5.786322593688965,0.9016134425970668
NC_010380.1,DNABERT-2,24,250000,0.42692509167103193,5.475085258483887,5.877272129058838,0.9315691256516047
NC_010380.1,DNABERT-2,24,1000000,0.465688842325825,5.666877746582031,5.852484226226807,0.9682858641783236
NC_010380.1,DNABERT-2,48,0,0.31351492928234675,7.449341773986816,7.787102699279785,0.9566255976919108
NC_010380.1,DNABERT-2,48,100000,0.2881089575694081,7.408426761627197,7.929650783538818,0.9342689815554511
NC_010380.1,DNABERT-2,48,250000,0.44421162912519646,7.803382396697998,7.941275596618652,0.9826358878692778
NC_010380.1,DNABERT-2,48,1000000,0.5267155578837087,8.117018699645996,7.98628044128418,1.0163703565537192
NC_010380.1,NT-v2-50M,8,0,0.321110529072813,2.7108824253082275,3.091840982437134,0.8767858504713212
NC_010380.1,NT-v2-50M,8,100000,0.4235201676270299,2.9546642303466797,3.155940294265747,0.9362231078056894
NC_010380.1,NT-v2-50M,8,250000,0.45992666317443687,3.073446750640869,3.158820152282715,0.9729730096915613
NC_010380.1,NT-v2-50M,8,1000000,0.5460974332111053,3.3785483837127686,3.2330939769744873,1.044989229442194
NC_010380.1,NT-v2-50M,16,0,0.33865898376113146,4.109386920928955,4.437470436096191,0.926065194147893
NC_010380.1,NT-v2-50M,16,100000,0.34468308014667365,4.162672996520996,4.531897068023682,0.9185277013222851
NC_010380.1,NT-v2-50M,16,250000,0.4738082765845993,4.476088047027588,4.516516208648682,0.9910488173287904
NC_010380.1,NT-v2-50M,16,1000000,0.5770036668412781,4.846630096435547,4.528670787811279,1.0702102942611862
NC_010380.1,NT-v2-50M,24,0,0.3538501833420639,5.108242511749268,5.340373992919922,0.9565327294533293
NC_010380.1,NT-v2-50M,24,100000,0.37323205866946046,5.164366722106934,5.389621734619141,0.9582057844495232
NC_010380.1,NT-v2-50M,24,250000,0.5288108957569408,5.4551897048950195,5.337279319763184,1.0220918520593874
NC_010380.1,NT-v2-50M,24,1000000,0.6241487689889995,5.807097911834717,5.419668197631836,1.0714858733182542
NC_010380.1,NT-v2-50M,48,0,0.4785227867993714,7.2259955406188965,7.174529552459717,1.0071734303668085
NC_010380.1,NT-v2-50M,48,100000,0.44080670508119435,7.19145393371582,7.225188732147217,0.9953309457120062
NC_010380.1,NT-v2-50M,48,250000,0.6647459402828706,7.648399829864502,7.180281162261963,1.0651950330389388
NC_010380.1,NT-v2-50M,48,1000000,0.7564169722367732,8.255722999572754,7.33787727355957,1.1250832756934268
NC_010380.1,compositional,11,0,0.7291775798847564,4.170907888359057,3.0142285468793295,1.3837397607680588
NC_010334.1,DNABERT-S,8,0,0.36519774011299433,2.767195463180542,2.9744086265563965,0.930334668368766
NC_010334.1,DNABERT-S,8,100000,0.36203389830508476,2.6526131629943848,2.8412373065948486,0.9336119713891392
NC_010334.1,DNABERT-S,8,250000,0.3092655367231638,2.679797887802124,2.9423139095306396,0.910779056959836
NC_010334.1,DNABERT-S,8,1000000,0.37378531073446325,2.7078113555908203,2.914752244949341,0.9290022369080919
NC_010334.1,DNABERT-S,16,0,0.4607909604519774,4.120665550231934,4.249704360961914,0.9696358146897605
NC_010334.1,DNABERT-S,16,100000,0.4732203389830508,4.007913589477539,4.164827346801758,0.962324066699976
NC_010334.1,DNABERT-S,16,250000,0.44813559322033897,4.034585952758789,4.251055717468262,0.9490785868037522
NC_010334.1,DNABERT-S,16,1000000,0.42892655367231636,4.0288262367248535,4.252549648284912,0.9473907584711473
NC_010334.1,DNABERT-S,24,0,0.5322033898305085,5.290753364562988,5.264997959136963,1.004891816791938
NC_010334.1,DNABERT-S,24,100000,0.5333333333333333,5.242002964019775,5.192594528198242,1.0095151731091696
NC_010334.1,DNABERT-S,24,250000,0.4990960451977401,5.239880561828613,5.279723644256592,0.9924535666802711
NC_010334.1,DNABERT-S,24,1000000,0.5042937853107344,5.261041164398193,5.31840181350708,0.9892146830720446
NC_010334.1,DNABERT-S,48,0,0.48338983050847456,7.5653300285339355,7.565983295440674,0.9999136573686157
NC_010334.1,DNABERT-S,48,100000,0.4853107344632768,7.538251876831055,7.53952169418335,0.9998315785266226
NC_010334.1,DNABERT-S,48,250000,0.47209039548022597,7.5577874183654785,7.608859062194824,0.993287870965688
NC_010334.1,DNABERT-S,48,1000000,0.4393220338983051,7.502572059631348,7.725096225738525,0.9711946415158208
NC_010334.1,DNABERT-2,8,0,0.4488135593220339,2.9433376789093018,3.374606132507324,0.8722018402551793
NC_010334.1,DNABERT-2,8,100000,0.424406779661017,2.858659029006958,3.206988573074341,0.8913842266255845
NC_010334.1,DNABERT-2,8,250000,0.4527683615819209,2.895554304122925,3.299018383026123,0.8777017791173661
NC_010334.1,DNABERT-2,8,1000000,0.4264406779661017,2.8163657188415527,3.1392178535461426,0.8971552310904808
NC_010334.1,DNABERT-2,16,0,0.4506214689265537,4.13154411315918,4.520185947418213,0.9140208303861895
NC_010334.1,DNABERT-2,16,100000,0.43333333333333335,4.139159679412842,4.40109395980835,0.9404842789571086
NC_010334.1,DNABERT-2,16,250000,0.4464406779661017,4.1875,4.492433071136475,0.9321229573578635
NC_010334.1,DNABERT-2,16,1000000,0.4145762711864407,4.051070690155029,4.4294915199279785,0.9145678848078928
NC_010334.1,DNABERT-2,24,0,0.46790960451977404,5.130920886993408,5.523543357849121,0.9289183689854114
NC_010334.1,DNABERT-2,24,100000,0.41638418079096046,5.0848493576049805,5.463115692138672,0.9307599626568388
NC_010334.1,DNABERT-2,24,250000,0.43943502824858754,5.136495590209961,5.520304203033447,0.9304732857633858
NC_010334.1,DNABERT-2,24,1000000,0.39740112994350285,5.018856048583984,5.548007965087891,0.9046230791603552
NC_010334.1,DNABERT-2,48,0,0.4415819209039548,7.002252578735352,7.424764633178711,0.9430942157337489
NC_010334.1,DNABERT-2,48,100000,0.4187570621468927,7.028690814971924,7.3933210372924805,0.950681132270419
NC_010334.1,DNABERT-2,48,250000,0.42135593220338985,7.013757228851318,7.4836931228637695,0.9372053495116297
NC_010334.1,DNABERT-2,48,1000000,0.3854237288135593,6.883205413818359,7.504915714263916,0.9171595892457622
NC_010334.1,NT-v2-50M,8,0,0.4789830508474576,3.2235097885131836,3.309612989425659,0.9739839065209199
NC_010334.1,NT-v2-50M,8,100000,0.4901694915254237,3.2980945110321045,3.3532838821411133,0.9835416943364277
NC_010334.1,NT-v2-50M,8,250000,0.48903954802259886,3.2882158756256104,3.3548736572265625,0.9801310605371478
NC_010334.1,NT-v2-50M,8,1000000,0.42124293785310735,3.1848111152648926,3.4544003009796143,0.9219577459976858
NC_010334.1,NT-v2-50M,16,0,0.5022598870056497,4.374279022216797,4.473935604095459,0.9777250745881465
NC_010334.1,NT-v2-50M,16,100000,0.4807909604519774,4.401789665222168,4.526535987854004,0.9724411066284315
NC_010334.1,NT-v2-50M,16,250000,0.49005649717514127,4.402729511260986,4.55258321762085,0.9670838073250694
NC_010334.1,NT-v2-50M,16,1000000,0.45581920903954803,4.3360915184021,4.642943859100342,0.933909961005279
NC_010334.1,NT-v2-50M,24,0,0.4893785310734463,5.1907525062561035,5.2916765213012695,0.9809277807063785
NC_010334.1,NT-v2-50M,24,100000,0.45943502824858756,5.215550422668457,5.397107124328613,0.966360367234189
NC_010334.1,NT-v2-50M,24,250000,0.4787570621468927,5.2432708740234375,5.4304656982421875,0.9655287714496854
NC_010334.1,NT-v2-50M,24,1000000,0.42418079096045197,5.159460544586182,5.564764022827148,0.9271660978653584
NC_010334.1,NT-v2-50M,48,0,0.4136723163841808,7.087143421173096,7.332496166229248,0.9665389876115918
NC_010334.1,NT-v2-50M,48,100000,0.3763841807909605,7.106292724609375,7.4385151863098145,0.9553375299533061
NC_010334.1,NT-v2-50M,48,250000,0.4055367231638418,7.124105930328369,7.478850841522217,0.9525669225512132
NC_010334.1,NT-v2-50M,48,1000000,0.33796610169491526,7.024107456207275,7.64700984954834,0.918543011504313
NC_010334.1,compositional,11,0,0.4684090909090909,2.9625572275613723,3.0161599539642983,0.9822281552632933
NC_010322.1,DNABERT-S,8,0,0.7506096103275162,3.8459911346435547,2.92348313331604,1.3155509914918289
NC_010322.1,DNABERT-S,8,100000,0.7020639094748585,3.374424934387207,2.8503527641296387,1.1838622141275887
NC_010322.1,DNABERT-S,8,250000,0.733030520360188,3.6796724796295166,2.902806520462036,1.2676258144286612
NC_010322.1,DNABERT-S,8,1000000,0.7483464817913777,3.8368313312530518,2.9175214767456055,1.315099601437349
NC_010322.1,DNABERT-S,16,0,0.749605546258666,5.623407363891602,4.298788547515869,1.3081377001297696
NC_010322.1,DNABERT-S,16,100000,0.7375567774324647,5.278842926025391,4.248330116271973,1.242568910971947
NC_010322.1,DNABERT-S,16,250000,0.7461311658299467,5.496778964996338,4.2611918449401855,1.28996280031919
NC_010322.1,DNABERT-S,16,1000000,0.7434695991712487,5.573779106140137,4.257954120635986,1.3090275160850284
NC_010322.1,DNABERT-S,24,0,0.7475496055462587,7.124284267425537,5.373447895050049,1.3258310877059656
NC_010322.1,DNABERT-S,24,100000,0.7412542832098176,6.843028545379639,5.314296245574951,1.287664110008473
NC_010322.1,DNABERT-S,24,250000,0.7410470953860866,7.021066665649414,5.362196445465088,1.3093639401419663
NC_010322.1,DNABERT-S,24,1000000,0.7421945971790581,7.028586387634277,5.322327136993408,1.3205851889075608
NC_010322.1,DNABERT-S,48,0,0.7365527133636146,10.274474143981934,7.701128005981445,1.3341518458077541
NC_010322.1,DNABERT-S,48,100000,0.7343055223523787,10.089827537536621,7.669737815856934,1.3155374772624209
NC_010322.1,DNABERT-S,48,250000,0.7321858315403618,10.191559791564941,7.727643013000488,1.318844539585915
NC_010322.1,DNABERT-S,48,1000000,0.7310223922224879,10.113692283630371,7.650955677032471,1.321886142144416
NC_010322.1,DNABERT-2,8,0,0.6096262650410391,3.6988589763641357,3.3995091915130615,1.0880567658409062
NC_010322.1,DNABERT-2,8,100000,0.5629452546019603,3.2462611198425293,3.1415319442749023,1.0333369761712863
NC_010322.1,DNABERT-2,8,250000,0.6210694079209499,3.5203511714935303,3.2420010566711426,1.0858575028066755
NC_010322.1,DNABERT-2,8,1000000,0.6314287991074986,3.6464459896087646,3.256849527359009,1.1196237219364817
NC_010322.1,DNABERT-2,16,0,0.6397641246314447,4.950831890106201,4.599869251251221,1.0762983945162168
NC_010322.1,DNABERT-2,16,100000,0.6006215634711929,4.603427886962891,4.3504557609558105,1.058148419362734
NC_010322.1,DNABERT-2,16,250000,0.6458681966690573,4.806824207305908,4.443301677703857,1.0818136052805458
NC_010322.1,DNABERT-2,16,1000000,0.6547453980396845,4.926020622253418,4.464423656463623,1.1033945255445217
NC_010322.1,DNABERT-2,24,0,0.6898398278747311,6.2277703285217285,5.474764347076416,1.1375412590767355
NC_010322.1,DNABERT-2,24,100000,0.6619810343453661,5.904128551483154,5.271064758300781,1.1201016914439224
NC_010322.1,DNABERT-2,24,250000,0.6868595107179855,6.094124794006348,5.375574588775635,1.1336694698146441
NC_010322.1,DNABERT-2,24,1000000,0.6934576460275719,6.172121047973633,5.374731063842773,1.1483590480452335
NC_010322.1,DNABERT-2,48,0,0.713953303052036,8.4268798828125,7.541644096374512,1.117379682085972
NC_010322.1,DNABERT-2,48,100000,0.7092198581560284,8.197511672973633,7.377670764923096,1.111124626480819
